,t1_90_red,t1_90_green,t1_90_blue,t1_90_nir08,t1_90_swir16,t1_90_swir22,t1_90_NDVI,t1_90_NDMI,t1_90_MNDWI,t1_90_NDWI,t1_90_NDBI,t1_90_NDTI,t1_90_NDFI,t1_90_is_composite,t1_90_older_than_45,t1_90_mean_valid_pixel_ratio,t1_90_days_from_sample,t1_90_ndti_ratio,t1_90_ndfi_ratio,t1_90_t1_90vp,red,green,blue,nir08,swir16,swir22,NDVI,NDMI,MNDWI,NDWI,NDBI,NDTI,NDFI,t3_90_red,t3_90_green,t3_90_blue,t3_90_nir08,t3_90_swir16,t3_90_swir22,t3_90_NDVI,t3_90_NDMI,t3_90_MNDWI,t3_90_NDWI,t3_90_NDBI,t3_90_NDTI,t3_90_NDFI,t3_90_is_composite,t3_90_older_than_45,t3_90_mean_valid_pixel_ratio,t3_90_days_from_sample,t3_90_ndti_ratio,t3_90_ndfi_ratio,t3_90_t3_90vp,t3c_waterfrac,t1_waterfrac,t3_90_red_std,t3_90_green_std,t3_90_blue_std,t3_90_nir08_std,t3_90_swir16_std,t3_90_swir22_std,t3_90_NDVI_std,t3_90_NDMI_std,t3_90_MNDWI_std,t3_90_NDWI_std,t3_90_NDBI_std,t3_90_NDTI_std,t3_90_NDFI_std,t1_90_vp,t3_90_vp,t2_365_red_mean,t2_365_green_mean,t2_365_blue_mean,t2_365_nir08_mean,t2_365_swir16_mean,t2_365_swir22_mean,t2_365_NDVI_mean,t2_365_NDMI_mean,t2_365_MNDWI_mean,t2_365_NDWI_mean,t2_365_NDBI_mean,t2_365_NDTI_mean,t2_365_NDFI_mean,t2_365_NDMI_mean_time_mean,t2_365_NDMI_std_mean,t2_365_NDVI_mean_time_mean,t2_365_NDVI_std_mean,t2_365_NDFI_std_time_mean,t2_365_NDTI_std_time_mean,t2_365_NDFI_mean_time_mean,t2_365_NDTI_mean_time_mean,t2_365_t2_365vp_mean,t3_365_red_mean,t3_365_green_mean,t3_365_blue_mean,t3_365_nir08_mean,t3_365_swir16_mean,t3_365_swir22_mean,t3_365_NDVI_mean,t3_365_NDMI_mean,t3_365_MNDWI_mean,t3_365_NDWI_mean,t3_365_NDBI_mean,t3_365_NDTI_mean,t3_365_NDFI_mean,t3_365_NDMI_mean_time_mean,t3_365_SWIR_std_time_mean,t3_365_NDVI_amplitude_mean,t3_365_NDFI_std_time_mean,t3_365_NDTI_std_time_mean,t3_365_NDFI_mean_time_mean,t3_365_NDTI_mean_time_mean,t3_365_NDVI_std_mean,t3_365_NDBI_std_mean,t3_365_t3_365vp_mean,t2_365_red_std,t2_365_green_std,t2_365_blue_std,t2_365_nir08_std,t2_365_swir16_std,t2_365_swir22_std,t2_365_NDVI_std,t2_365_NDMI_std,t2_365_MNDWI_std,t2_365_NDWI_std,t2_365_NDBI_std,t2_365_NDTI_std,t2_365_NDFI_std,t2_365_NDMI_mean_time_std,t2_365_NDMI_std_std,t2_365_NDVI_mean_time_std,t2_365_NDVI_std_std,t2_365_NDFI_std_time_std,t2_365_NDTI_std_time_std,t2_365_NDFI_mean_time_std,t2_365_NDTI_mean_time_std,t3_365_red_std,t3_365_green_std,t3_365_blue_std,t3_365_nir08_std,t3_365_swir16_std,t3_365_swir22_std,t3_365_NDVI_std,t3_365_NDMI_std,t3_365_MNDWI_std,t3_365_NDWI_std,t3_365_NDBI_std,t3_365_NDTI_std,t3_365_NDFI_std,t3_365_NDMI_mean_time_std,t3_365_SWIR_std_time_std,t3_365_NDVI_amplitude_std,t3_365_NDFI_std_time_std,t3_365_NDTI_std_time_std,t3_365_NDFI_mean_time_std,t3_365_NDTI_mean_time_std,t3_365_NDVI_std_std,t3_365_NDBI_std_std,t3d_waterfrac,t2d_waterfrac,t2_365_vp,t3_365_vp,urban_sig_ec,urban_sig_drp,mine_sig_drp,mine_sig_ec,farm_sig_drp,farm_sig_ec,1km_urban_sig_ec,1km_urban_sig_drp,1km_mine_sig_drp,1km_mine_sig_ec,1km_farm_sig_drp,1km_farm_sig_ec,QA_PIXEL,lwir11
0,-0.12565679498269897,-0.12396041846885814,-0.1306953135813149,-0.06469197123702422,-0.09415661548442907,-0.11483662737889275,0.23581481504878501,0.06940014762424168,-0.18497109509353288,-0.22859319347738738,-0.06940014762424168,0.0,0.0,1.0,,0.7421280276816609,,0.0,0.0,1.0,0.0537548104692141,0.05487444134190116,0.04991654558174803,0.09924136234018127,0.07791786923593551,0.06211668290952405,0.17380549233187778,0.06907083162417077,0.13545345994996857,0.16702455375876474,0.06907083162417077,0.0,0.0,-0.08451893838251114,-0.08348357298715975,-0.09754848713593224,-0.012797905087076705,-0.034138669527239554,-0.06592342872169496,0.2435658557390046,0.042503923161631645,-0.2025189575139766,-0.23013889452102787,-0.03136230281011314,-0.018456331159051174,-0.008523275875026024,1.0,,0.7820781307444071,,0.0021922359444996663,0.001892675753325799,1.0,0.030730790702740974,0.0,0.0877732076258656,0.08792213155991183,0.07689268355314495,0.1472023414076313,0.1305993793820793,0.10316237448742022,0.21534759189428337,0.07057798746146017,0.2164880405360289,0.26008090885396795,0.11662540279467515,0.11257306373426179,0.10528518005094917,1.0,1.0,-0.10809972918211402,-0.10623087459064508,-0.11453291310519306,-0.03091341562482837,-0.06734223615916955,-0.09350444614794448,0.30659636738896506,0.10670508065324423,-0.23285214282682531,-0.2925550202312736,-0.10670508065324423,0.0,0.0,0.10670508065324423,0.13483816559533457,0.30659636738896506,0.3739832783738371,,,,,0.5614186851211074,-0.08732737516247895,-0.08712243268369356,-0.10072448169186365,-0.014426806109979035,-0.034923449520546795,-0.06747595331658753,0.2487764640222173,0.05451454818160912,-0.20442403081967556,-0.22846922025450067,-0.03470719473389022,-0.022262801474737182,-0.02284749337063648,0.05760631499030048,0.14748158788579063,0.645119822297608,2.5519715014496924,0.4998435773253579,-0.3503643206485603,-0.34120124799892054,0.3034664700208597,0.2172806061566919,0.5904267824966072,0.006696212227918295,0.0057305809118890685,0.003884003713323457,0.02125569872014752,0.01771961435457193,0.011650306139387254,0.038612601982720644,0.04917094193128937,0.027433307866764716,0.030134605887809883,0.04917094193128937,0.0,0.0,0.046887836840077024,0.05276290024704304,0.056749195448113444,0.04049741351899983,,,,,0.03519288648184925,0.03134208844920862,0.024302347685235415,0.06929070447246666,0.06129622051549992,0.0449775938416492,0.11474821654058734,0.0911221684955865,0.4837341781200946,0.4233276172434287,1.494665072098607,0.7028785532050172,6.429192377819519,0.05995714540685445,0.028094801136326217,0.1706790229992763,13.510621553719316,1.3961533766468073,4.883478891708489,0.5860535452880825,0.09749112889156669,3.167438127676114,0.02160373633256628,0.0,0.5614186851211074,0.5904267824966072,7.725194741285448e-05,5.893600006990361e-05,1.253414695614465e-06,2.2013265123767836e-06,0.08218956099662983,0.06826730281596508,0.0,0.0,0.0,0.0,0.16615172474835418,0.16296278286805493,,
1,0.06055931266846361,0.06241176999101528,0.029003297394429466,0.2842136006289308,0.2023735759209344,0.12340669586702606,0.6461669346706043,0.16752027737754258,-0.5263059248857692,-0.6365953215227451,-0.16752027737754258,,,1.0,,0.96280276816609,,0.0,0.0,0.96280276816609,0.014789662248788367,0.007271120215289465,0.005987619179970518,0.039032041184793545,0.028097833468321155,0.026611688482012986,0.0850335349063847,0.07578385193736607,0.03433003514467531,0.04741955935830833,0.07578385193736607,,,0.05050875159308147,0.05543938017751479,0.025927305188893936,0.2723895947124867,0.1822394693900774,0.10834580029585798,0.6851793732554834,0.20130081523347776,-0.5314714930370936,-0.6589353603454214,-0.20129825151351735,0.0325033974263948,-0.016477353602257352,1.0,,0.8974551000122547,,6.068881808526779e-05,0.0,0.8974551000122547,1.3616372326084885e-05,0.0,0.01941335121381178,0.013259620659495487,0.008633037418476942,0.05398884180118709,0.042461956330374424,0.037656001862123076,0.11507440551826455,0.12742749982158666,0.040043610951844506,0.07072319060615115,0.12742823292150787,0.040582962137157244,0.07514254906523787,0.96280276816609,0.8974551000122547,0.07866460402249136,0.059042058174740494,0.034599437716262976,0.18134183066608997,0.20652483520761244,0.1552975426038062,0.3692331569486951,-0.08298301951641689,-0.5513763051639465,-0.48314130294119434,0.08312456817515416,,,-0.08298301951641689,0.13099080318824569,0.3692331569486951,0.14997369107966563,,,,,0.8432925206281608,0.06760258087709106,0.052521447340192956,0.030400328947348513,0.18053716070193912,0.1918583351042182,0.1381102860501022,0.44507621385758916,-0.027935788747983612,-0.5631127367401688,-0.5336253563290909,0.0282510480893344,-0.06726407664188506,-0.19256655686426177,-0.028329302718641872,0.032604499387108625,0.33342850573046273,0.12784856981927784,0.055781349252795875,-0.0340467375880311,-0.10047204296576236,0.14197823425818948,0.13104886266639293,0.8227211167939099,0.018397750352394472,0.010766547424852904,0.006989322162285255,0.037132642258482014,0.04201643918752983,0.03126346604142249,0.05589912711625358,0.0532820808411627,0.03997871709248497,0.05153424129681514,0.05330161387361432,,,0.03480418032622286,0.03268737494084186,0.04433770862859337,0.02729792952727445,,,,,0.023905814094617728,0.01486246745945396,0.010400132406034702,0.0437851356584419,0.05718291135377856,0.047629222301685085,0.13508370834017888,0.13749717529833058,0.1537336604288955,0.1172129907308154,0.13786186804467945,0.04888670807310975,0.7304000649244634,0.1305411622793863,0.01117807772592015,0.08982644698313094,0.027092601698818747,0.017380694695408542,0.027775524213876683,0.02530769282052664,0.05595890340604717,0.037354049806509526,0.004464075296444137,0.0005323396326856535,0.8432925206281608,0.8227211167939099,2.238269241884681e-06,3.660110150505466e-06,3.5472920533281385e-05,2.2456110392399205e-05,0.30710851121046273,0.3111123439013694,0.0,0.0,0.0,0.0,0.2494388512077343,0.2612141680410356,,
2,0.06621052660034601,0.06480193663494808,0.03444485077854671,0.2522239403114187,0.21192441500865053,0.1260410705017301,0.5729910768796889,0.08197565233267631,-0.5221586887537694,-0.5772325897805768,-0.08197565233267631,,,1.0,,0.7787629757785467,,0.0,0.0,1.0,0.019893115292550518,0.013034526789032672,0.009788990819816153,0.028845911506141384,0.04409223445203297,0.03389602699431535,0.10438795247360455,0.10513062624148319,0.0398489637580682,0.06985511305720929,0.10513062624148319,,,0.07377389826527415,0.06802971308601463,0.03710048806184556,0.24684356340463776,0.2229074575850002,0.13638667307770863,0.5367340444832475,0.051797112424522986,-0.5225158363501514,-0.5579340402669906,-0.05244174111290012,-0.08351781469034761,0.1598169950957753,1.0,,0.916749499598317,,0.0005991203823477349,0.0005718876376955652,1.0,0.0035368527117005484,0.0,0.023858834870044643,0.016152556350110397,0.011629814104824453,0.03943313016589509,0.04611285592379114,0.03715145398924281,0.10041820262704595,0.09776431143249292,0.08166941691716308,0.08184194004513336,0.09835760657254125,0.06710789378026306,0.25952665979630385,1.0,1.0,0.08777457736233633,0.07701320768929744,0.04490309466060179,0.2452096675590485,0.2419529134151964,0.16225149550759219,0.47339117195111924,0.012969933050461223,-0.5137113119561619,-0.5162755282622002,-0.012974521049487004,0.007279217085644469,-0.04626337633640238,0.012969933050461223,0.11329862156896998,0.47339117195111924,0.14342761898286288,,,,,0.9129757785467129,0.09496887458961352,0.0792210508699004,0.04724056173103968,0.23888394395152013,0.25380726346276417,0.1735660904702015,0.4327436440466134,-0.02544848319327336,-0.518830190510077,-0.4952285062381976,0.025415528151746775,-0.06708729108778096,0.036965922462558067,-0.026189429306849702,0.03946054484245651,0.31316494657577104,0.14066208773242955,0.061301985321428956,0.12671503053346714,-0.08666039726635506,0.1304674316610012,0.10524502190628501,0.9347122179708881,0.02905860733683275,0.020178321119576372,0.01597924785843973,0.041193795496743305,0.05708324958211728,0.045919310256178264,0.10933991009242895,0.10731314039015886,0.0543490391272167,0.07923947697229441,0.10731680784054128,0.026708211630160805,0.030019994275403517,0.09563325953369727,0.03383188641465755,0.09603169641745718,0.030357314251730782,,,,,0.028922550613138587,0.019315455979284416,0.013762165750253737,0.04732829720937999,0.057388368519550884,0.04598474240661736,0.09986931752167284,0.09847951894733278,0.07651264614930124,0.08302097112494086,0.15266799517146723,0.0636004542283202,0.17769880779799904,0.08499448704049485,0.012719666372662905,0.07688341809282169,0.053188493684954936,0.018554845324327787,0.14486296201196017,0.049380502109749404,0.031091771118708846,0.22407322769707202,0.0042292452444819655,5.7670126874279124e-05,0.9129757785467129,0.9347122179708881,4.3463533995432156e-05,3.7140705474546206e-05,0.0006742289636376535,0.0006810363927625501,0.177182955182463,0.1689764400443938,0.0,0.0,0.0,0.0,0.2490992340748714,0.22783852717897482,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.04814600021626297,0.04984366133217993,0.020187052335640138,0.18742578070934257,0.1548649599913495,0.0852640062716263,0.45358379826268524,0.08769970390249736,-0.33295163322360527,-0.4408353915140774,-0.13037777514412444,-0.02479880876740135,0.046723362582332416,1.0,,0.7846020761245674,,0.0,0.050173010380622836,1.0,0.03983123077520498,0.03488569304245618,0.029133762504216742,0.10459860297245506,0.10189079620319773,0.06755262437703208,0.22448966235228393,0.1488721234960399,0.3570056995711693,0.2703531950427829,0.1723446117783961,0.056103442189456634,0.14127003655806025,0.05022757492408872,0.044334886524557124,0.016347961356735333,0.18805319722634498,0.17893716702863524,0.10143002192235943,0.47023009576186475,0.027982367956211954,-0.4766807618747466,-0.5041632880758086,-0.03440859997835385,-0.0051427583008994285,0.008302290712953658,1.0,,0.7127115643850166,,8.16982339565093e-05,0.00529676883484702,1.0,0.00914679811004752,0.061634948096885814,0.04839870559655067,0.04500287995402272,0.03894286740652386,0.08428133033693382,0.08903951956966585,0.06651382843375969,0.13134499426570953,0.0934763569533315,0.17826336118869068,0.14336156409300793,0.10382086836778323,0.027572004153472524,0.06251974182556858,1.0,1.0,-0.05793578607155533,-0.06395059931144403,-0.08049143087902583,0.006217028825557369,0.0055895228707999,-0.03166123092370433,0.19782054162411822,0.011158251460419176,-0.19169966473829192,-0.20926210953308585,-0.023435296405525555,-0.009734619160196063,0.015518369888274038,0.011158251460419176,0.10003718305120819,0.19782054162411822,0.2172204463667544,0.02456494924774275,0.012414711429167726,0.015518369888274038,-0.009734619160196063,0.9403690888119953,-0.017646087736515263,-0.03271723730248342,-0.05215383018376168,0.05037175426028483,0.08285509237796501,0.033721730777366926,0.21628560887003787,-0.057685976889287394,-0.3179147800715549,-0.2746219027198053,0.0557221535069751,-0.0025660072008295226,0.0030588151211331945,-0.05820600593413595,0.16776250874936033,0.45727894138433234,0.005121493159408515,0.002466693328793341,0.0035676427465822034,-0.0024361397448934533,0.19125592017815418,0.10620062263433509,0.9044148817871942,0.020571243289274708,0.01271199081355892,0.008963378166306955,0.05306333621381172,0.05608608559796605,0.0394753628383121,0.08321987722974085,0.09405068857796091,0.16707020431129077,0.13300144380105725,0.09680599418841777,0.01741111286377573,0.09881966349827258,0.07900212485583456,0.046958421216922674,0.1007083564988087,0.09906817100971038,0.05717356368743785,0.02676683728680198,0.04815378533507362,0.021857474885522664,0.06530569977361778,0.05468101529493293,0.04641231678985213,0.09561462658809416,0.11453619088528591,0.09450495839079903,0.10252376515124002,0.07864897226079874,0.16608743654019964,0.13227466466195847,0.08479821076105845,0.02326055238725673,0.11103751351535743,0.051717283081204324,0.06466202037062108,0.11994142574116358,0.027480446453829924,0.012351734057586973,0.027046357918496668,0.013436806520561563,0.04700440098951744,0.024915692232155354,0.011171779614475111,0.058996539792387545,0.9403690888119953,0.9044148817871942,2.422198952538708e-06,2.155498297778092e-06,1.1423107464060698e-06,1.2842514705309593e-06,0.03845783170123549,0.04405405394628414,0.0,0.0,0.0,0.0,0.04926189259574117,0.04783457464712872,,
9,0.0794942517301038,0.06750020761245674,0.03694014273356401,0.2356374199826989,0.22138050173010382,0.15560920847750864,0.49224736608000114,0.038858142346958315,-0.5136347788475901,-0.5437801185789586,-0.039388109397201936,-0.31390402039182314,-0.08159893961792945,1.0,,1.0,,0.0,0.0,1.0,0.0326644467247779,0.015652944233637903,0.014052350421524971,0.04098915668072384,0.07387479735002268,0.07997560007248154,0.15538776079456634,0.1472089824120618,0.09917503795949917,0.10669787505144575,0.14688353467134208,0.038396247617081845,0.16056050038578276,0.08089344752519063,0.07053132245710785,0.038111760433687365,0.24612650908905226,0.22137860472834966,0.14364031472971134,0.49838730080156546,0.04712675869721739,-0.5133335321452362,-0.5457983401196413,-0.04736075443988791,-0.1023181735192392,0.0764458607309606,1.0,,0.9338289692860028,,0.001783769063180828,0.00021786492374727668,0.9999863836276739,0.0018336714732460977,0.0072087658592848896,0.029483920061077834,0.019800331086023217,0.015171478813573997,0.06656932356453096,0.04477699406154992,0.0436721491996829,0.15001431319338077,0.1351085755676562,0.07861858859262313,0.10646081654364095,0.13519844016094598,0.12159256098721817,0.19209349942202475,1.0,0.9999863836276739,0.0930899443301076,0.07232028190235369,0.043762895844423735,0.2091841543523518,0.2330586214423552,0.17598786210977604,0.3721113596326754,-0.05629730221404795,-0.5107816363897093,-0.4604379741821177,0.05692576511497449,-0.22286297980431302,0.0031892282002566664,-0.05688086303222438,0.16424797785186082,0.3722986773180767,0.17490752847238203,0.11599707185522515,0.06507373629014639,0.03870427355883688,-0.2560788519949302,0.907843137254902,0.09397447248095617,0.07406507817068743,0.04379762109198268,0.22018770065901747,0.23131581850924574,0.16718210753557686,0.37952782926344364,-0.039849945455512695,-0.511451544405484,-0.473130090650095,0.04021442020838927,-0.05569670999013508,0.055394525607939296,-0.040384021295902225,0.03481610506462421,0.3110983927912825,0.11653187240585218,0.06208875025594269,0.11208422229846918,-0.08908925679355803,0.13515835708420376,0.11576936144693038,0.924354697421513,0.031055030002867044,0.01664229609451242,0.011606127186326153,0.04962628343219695,0.06612918864204466,0.06275467949805671,0.09679001262033038,0.09574336795154292,0.10457806904111402,0.10389216960426387,0.09795796708669667,0.07260555544795684,0.178947173048105,0.06970220917080876,0.04757149499767245,0.07728311943203427,0.033702644800153336,0.04011824571205436,0.018043102880114195,0.15106126608268325,0.07989095477935072,0.0313608622251675,0.02051572774447814,0.01517247669046244,0.07323628836756842,0.05529338586021127,0.0489545526037805,0.1467304933863755,0.14005822795867,0.08080227476355621,0.11044197003154085,0.14146546426197776,0.10404208635101463,0.2359044905446658,0.11578897069251637,0.013046859981723044,0.10851995496722835,0.16253076215559928,0.03392674969004624,0.1749607263577489,0.09622908870552727,0.04427534048980079,0.05367328615589822,0.0034730827013067173,0.008996539792387542,0.907843137254902,0.924354697421513,0.0006558897160112919,0.000657134034157378,0.003960351473846306,0.003999664953963884,0.15011813237022945,0.14540552669222906,0.0,0.0,0.0,0.0,0.2960094282336288,0.2910057181497477,,
